country,short_name,names,id,latitude,longitude,gtng_region,glims_id,rgi50_ids,rgi60_ids,rgi70_ids,wgi_id,parent_glacier_id,references,remarks
PK,RGI60-14.01753,,107481,36.7308,75.2838,14_south_asia_west,,,RGI60-14.01753,,,,,
PK,RGI60-14.01754,,107482,36.7264,75.2494,14_south_asia_west,,,RGI60-14.01754,,,,,
PK,RGI60-14.01755,,107483,36.7028,73.3597,14_south_asia_west,,,RGI60-14.01755,,,,,
PK,RGI60-14.01756,,107484,36.7162,75.0346,14_south_asia_west,,,RGI60-14.01756,,,,,
PK,RGI60-14.01758,,107485,36.7334,75.5941,14_south_asia_west,,,RGI60-14.01758,,,,,
PK,RGI60-14.01760,,107487,36.6989,73.4631,14_south_asia_west,,,RGI60-14.01760,,,,,
PK,RGI60-14.01761,,107488,36.7124,74.2377,14_south_asia_west,,,RGI60-14.01761,,,,,
PK,RGI60-14.01762,,107489,36.7108,74.2499,14_south_asia_west,,,RGI60-14.01762,,,,,
PK,RGI60-14.01763,,107490,36.7082,74.2414,14_south_asia_west,,,RGI60-14.01763,,,,,
PK,RGI60-14.01765,,107491,36.716,73.5194,14_south_asia_west,,,RGI60-14.01765,,,,,
PK,RGI60-14.01766,,107492,36.709,73.519,14_south_asia_west,,,RGI60-14.01766,,,,,
PK,RGI60-14.01768,,107493,36.7102,73.5207,14_south_asia_west,,,RGI60-14.01768,,,,,
PK,RGI60-14.01769,,107494,36.7124,74.9249,14_south_asia_west,,,RGI60-14.01769,,,,,
PK,RGI60-14.01770,,107495,36.6974,73.2253,14_south_asia_west,,,RGI60-14.01770,,,,,
PK,RGI60-14.01772,,107496,36.7401,75.635,14_south_asia_west,,,RGI60-14.01772,,,,,
PK,RGI60-14.01773,,107497,36.7322,75.6163,14_south_asia_west,,,RGI60-14.01773,,,,,
PK,RGI60-14.01774,,107498,36.7277,75.6166,14_south_asia_west,,,RGI60-14.01774,,,,,
PK,RGI60-14.01775,,107499,36.7271,75.6306,14_south_asia_west,,,RGI60-14.01775,,,,,
PK,RGI60-14.01777,,107500,36.7077,74.0532,14_south_asia_west,,,RGI60-14.01777,,,,,
PK,RGI60-14.01780,,107501,36.6981,74.6809,14_south_asia_west,,,RGI60-14.01780,,,,,
PK,RGI60-14.01781,,107502,36.6919,74.6861,14_south_asia_west,,,RGI60-14.01781,,,,,
PK,RGI60-14.01782,,107503,36.6934,74.679,14_south_asia_west,,,RGI60-14.01782,,,,,
PK,RGI60-14.01783,,107504,36.6899,74.6649,14_south_asia_west,,,RGI60-14.01783,,,,,
PK,RGI60-14.01784,,107505,36.7158,74.9385,14_south_asia_west,,,RGI60-14.01784,,,,,
PK,RGI60-14.01785,,107506,36.7082,74.9444,14_south_asia_west,,,RGI60-14.01785,,,,,
PK,RGI60-14.01786,,107507,36.7043,75.5978,14_south_asia_west,,,RGI60-14.01786,,,,,
PK,RGI60-14.01787,,107508,36.714,73.3324,14_south_asia_west,,,RGI60-14.01787,,,,,
PK,RGI60-14.01788,,107509,36.7045,73.339,14_south_asia_west,,,RGI60-14.01788,,,,,
PK,RGI60-14.01789,,107510,36.7114,73.3428,14_south_asia_west,,,RGI60-14.01789,,,,,
PK,RGI60-14.01790,,107511,36.7053,73.3292,14_south_asia_west,,,RGI60-14.01790,,,,,
PK,RGI60-14.01791,,107512,36.6956,73.3622,14_south_asia_west,,,RGI60-14.01791,,,,,
PK,RGI60-14.01792,,107513,36.6927,74.6108,14_south_asia_west,,,RGI60-14.01792,,,,,
PK,RGI60-14.01793,,107514,36.6852,74.6298,14_south_asia_west,,,RGI60-14.01793,,,,,
PK,RGI60-14.01796,,107515,36.6912,72.9708,14_south_asia_west,,,RGI60-14.01796,,,,,
PK,RGI60-14.01797,,107516,36.6869,72.9677,14_south_asia_west,,,RGI60-14.01797,,,,,
PK,RGI60-14.01799,,107517,36.7078,74.5424,14_south_asia_west,,,RGI60-14.01799,,,,,
PK,RGI60-14.01800,,107518,36.7126,75.0577,14_south_asia_west,,,RGI60-14.01800,,,,,
PK,RGI60-14.01805,,107522,36.7039,75.593,14_south_asia_west,,,RGI60-14.01805,,,,,
PK,RGI60-14.01806,,107523,36.7076,75.2488,14_south_asia_west,,,RGI60-14.01806,,,,,
PK,RGI60-14.01808,,107524,36.684,72.9806,14_south_asia_west,,,RGI60-14.01808,,,,,
PK,RGI60-14.01809,,107525,36.6882,73.0369,14_south_asia_west,,,RGI60-14.01809,,,,,
PK,RGI60-14.01811,,107526,36.679,72.9865,14_south_asia_west,,,RGI60-14.01811,,,,,
PK,RGI60-14.01812,,107527,36.7029,74.6047,14_south_asia_west,,,RGI60-14.01812,,,,,
PK,RGI60-14.01813,,107528,36.7061,74.6184,14_south_asia_west,,,RGI60-14.01813,,,,,
PK,RGI60-14.01816,,107529,36.7085,75.2941,14_south_asia_west,,,RGI60-14.01816,,,,,
PK,RGI60-14.01817,,107530,36.7029,75.2874,14_south_asia_west,,,RGI60-14.01817,,,,,
PK,RGI60-14.01818,,107531,36.7013,75.2902,14_south_asia_west,,,RGI60-14.01818,,,,,
PK,RGI60-14.01819,,107532,36.697,75.3003,14_south_asia_west,,,RGI60-14.01819,,,,,
PK,RGI60-14.01820,,107533,36.7008,73.3044,14_south_asia_west,,,RGI60-14.01820,,,,,
PK,RGI60-14.01821,,107534,36.6928,73.3052,14_south_asia_west,,,RGI60-14.01821,,,,,
PK,RGI60-14.01822,,107535,36.6962,73.3106,14_south_asia_west,,,RGI60-14.01822,,,,,
PK,RGI60-14.01824,,107536,36.7838,73.8443,14_south_asia_west,,,RGI60-14.01824,,,,,
PK,RGI60-14.01826,,107537,36.7776,73.8572,14_south_asia_west,,,RGI60-14.01826,,,,,
PK,RGI60-14.01827,,107538,36.7612,73.7471,14_south_asia_west,,,RGI60-14.01827,,,,,
PK,RGI60-14.01828,,107539,36.7575,73.7837,14_south_asia_west,,,RGI60-14.01828,,,,,
PK,RGI60-14.01829,,107540,36.7525,73.6091,14_south_asia_west,,,RGI60-14.01829,,,,,
PK,RGI60-14.01833,,107541,36.7336,73.8763,14_south_asia_west,,,RGI60-14.01833,,,,,
PK,RGI60-14.01836,,107542,36.6957,75.6952,14_south_asia_west,,,RGI60-14.01836,,,,,
PK,RGI60-14.01837,,107543,36.69,75.7008,14_south_asia_west,,,RGI60-14.01837,,,,,
PK,RGI60-14.01838,,107544,36.6889,75.6835,14_south_asia_west,,,RGI60-14.01838,,,,,
PK,RGI60-14.01839,,107545,36.6838,75.6933,14_south_asia_west,,,RGI60-14.01839,,,,,
PK,RGI60-14.01842,,107546,36.7127,75.0394,14_south_asia_west,,,RGI60-14.01842,,,,,
PK,RGI60-14.01846,,107548,36.7093,75.5087,14_south_asia_west,,,RGI60-14.01846,,,,,
PK,RGI60-14.01848,,107549,36.7088,73.1522,14_south_asia_west,,,RGI60-14.01848,,,,,
PK,RGI60-14.01850,,107550,36.6903,75.1032,14_south_asia_west,,,RGI60-14.01850,,,,,
PK,RGI60-14.01854,,107551,36.7427,73.1094,14_south_asia_west,,,RGI60-14.01854,,,,,
PK,RGI60-14.01855,,107552,36.7377,73.1026,14_south_asia_west,,,RGI60-14.01855,,,,,
PK,RGI60-14.01856,,107553,36.7253,73.1027,14_south_asia_west,,,RGI60-14.01856,,,,,
PK,RGI60-14.01857,,107554,36.7214,73.1056,14_south_asia_west,,,RGI60-14.01857,,,,,
PK,RGI60-14.01858,,107555,36.722,73.0992,14_south_asia_west,,,RGI60-14.01858,,,,,
PK,RGI60-14.01859,,107556,36.7192,74.0773,14_south_asia_west,,,RGI60-14.01859,,,,,
PK,RGI60-14.01860,,107557,36.7184,74.0601,14_south_asia_west,,,RGI60-14.01860,,,,,
PK,RGI60-14.01862,,107558,36.7047,73.5691,14_south_asia_west,,,RGI60-14.01862,,,,,
PK,RGI60-14.01865,,107559,36.6864,73.2975,14_south_asia_west,,,RGI60-14.01865,,,,,
PK,RGI60-14.01870,,107561,36.7106,75.5518,14_south_asia_west,,,RGI60-14.01870,,,,,
PK,RGI60-14.01871,,107562,36.6932,75.5489,14_south_asia_west,,,RGI60-14.01871,,,,,
PK,RGI60-14.01872,,107563,36.6853,73.2431,14_south_asia_west,,,RGI60-14.01872,,,,,
PK,RGI60-14.01873,,107564,36.6793,73.2421,14_south_asia_west,,,RGI60-14.01873,,,,,
PK,RGI60-14.01874,,107565,36.6965,74.9619,14_south_asia_west,,,RGI60-14.01874,,,,,
PK,RGI60-14.01875,,107566,36.6719,72.9836,14_south_asia_west,,,RGI60-14.01875,,,,,
PK,RGI60-14.01877,,107567,36.6992,74.5393,14_south_asia_west,,,RGI60-14.01877,,,,,
PK,RGI60-14.01878,,107568,36.6973,74.5584,14_south_asia_west,,,RGI60-14.01878,,,,,
PK,RGI60-14.01879,,107569,36.695,74.5488,14_south_asia_west,,,RGI60-14.01879,,,,,
PK,RGI60-14.01880,,107570,36.687,74.5711,14_south_asia_west,,,RGI60-14.01880,,,,,
PK,RGI60-14.01882,,107571,36.6868,73.5798,14_south_asia_west,,,RGI60-14.01882,,,,,
PK,RGI60-14.01883,,107572,36.6945,73.5772,14_south_asia_west,,,RGI60-14.01883,,,,,
PK,RGI60-14.01886,,107573,36.6864,75.4634,14_south_asia_west,,,RGI60-14.01886,,,,,
PK,RGI60-14.01887,,107574,36.7026,73.2769,14_south_asia_west,,,RGI60-14.01887,,,,,
PK,RGI60-14.01888,,107575,36.7148,74.5272,14_south_asia_west,,,RGI60-14.01888,,,,,
PK,RGI60-14.01890,,107576,36.7119,74.5134,14_south_asia_west,,,RGI60-14.01890,,,,,
PK,RGI60-14.01891,,107577,36.7128,74.5033,14_south_asia_west,,,RGI60-14.01891,,,,,
PK,RGI60-14.01892,,107578,36.7055,74.5361,14_south_asia_west,,,RGI60-14.01892,,,,,
PK,RGI60-14.01894,,107579,36.7207,73.9142,14_south_asia_west,,,RGI60-14.01894,,,,,
PK,RGI60-14.01897,,107580,36.7136,73.8868,14_south_asia_west,,,RGI60-14.01897,,,,,
PK,RGI60-14.01898,,107581,36.7035,73.884,14_south_asia_west,,,RGI60-14.01898,,,,,
PK,RGI60-14.01899,,107582,36.6772,73.9309,14_south_asia_west,,,RGI60-14.01899,,,,,
PK,RGI60-14.01900,,107583,36.6915,74.7488,14_south_asia_west,,,RGI60-14.01900,,,,,
PK,RGI60-14.01901,,107584,36.6738,75.3467,14_south_asia_west,,,RGI60-14.01901,,,,,
PK,RGI60-14.01906,,107586,36.6877,74.6087,14_south_asia_west,,,RGI60-14.01906,,,,,
PK,RGI60-14.01907,,107587,36.6894,74.7386,14_south_asia_west,,,RGI60-14.01907,,,,,
PK,RGI60-14.01909,,107588,36.682,75.6223,14_south_asia_west,,,RGI60-14.01909,,,,,
PK,RGI60-14.01912,,107589,36.7118,74.0843,14_south_asia_west,,,RGI60-14.01912,,,,,
PK,RGI60-14.01913,,107590,36.7107,74.0805,14_south_asia_west,,,RGI60-14.01913,,,,,
PK,RGI60-14.01914,,107591,36.7108,74.1165,14_south_asia_west,,,RGI60-14.01914,,,,,
PK,RGI60-14.01915,,107592,36.7063,74.111,14_south_asia_west,,,RGI60-14.01915,,,,,
PK,RGI60-14.01916,,107593,36.684,74.9837,14_south_asia_west,,,RGI60-14.01916,,,,,
PK,RGI60-14.01917,,107594,36.6907,75.5259,14_south_asia_west,,,RGI60-14.01917,,,,,
PK,RGI60-14.01918,,107595,36.6832,75.523,14_south_asia_west,,,RGI60-14.01918,,,,,
PK,RGI60-14.01919,,107596,36.6698,73.2414,14_south_asia_west,,,RGI60-14.01919,,,,,
PK,RGI60-14.01920,,107597,36.6653,73.2443,14_south_asia_west,,,RGI60-14.01920,,,,,
PK,RGI60-14.01921,,107598,36.6609,73.2436,14_south_asia_west,,,RGI60-14.01921,,,,,
PK,RGI60-14.01923,,107599,36.6536,74.0005,14_south_asia_west,,,RGI60-14.01923,,,,,
PK,RGI60-14.01924,,107600,36.6844,75.5287,14_south_asia_west,,,RGI60-14.01924,,,,,
PK,RGI60-14.01926,,107601,36.6765,73.5861,14_south_asia_west,,,RGI60-14.01926,,,,,
PK,RGI60-14.01927,,107602,36.68,75.6748,14_south_asia_west,,,RGI60-14.01927,,,,,
PK,RGI60-14.01928,,107603,36.6843,75.6833,14_south_asia_west,,,RGI60-14.01928,,,,,
PK,RGI60-14.01931,,107606,36.6706,73.2362,14_south_asia_west,,,RGI60-14.01931,,,,,
PK,RGI60-14.01932,,107607,36.6691,73.2393,14_south_asia_west,,,RGI60-14.01932,,,,,
PK,RGI60-14.01933,,107608,36.6663,73.236,14_south_asia_west,,,RGI60-14.01933,,,,,
PK,RGI60-14.01938,,107609,36.6789,73.5937,14_south_asia_west,,,RGI60-14.01938,,,,,
PK,RGI60-14.01944,,107610,36.6796,74.56,14_south_asia_west,,,RGI60-14.01944,,,,,
PK,RGI60-14.01945,,107611,36.6755,74.557,14_south_asia_west,,,RGI60-14.01945,,,,,
PK,RGI60-14.01946,,107612,36.6736,74.5536,14_south_asia_west,,,RGI60-14.01946,,,,,
PK,RGI60-14.01949,,107613,36.6843,75.1128,14_south_asia_west,,,RGI60-14.01949,,,,,
PK,RGI60-14.01951,,107614,36.6753,74.932,14_south_asia_west,,,RGI60-14.01951,,,,,
PK,RGI60-14.01952,,107615,36.674,73.933,14_south_asia_west,,,RGI60-14.01952,,,,,
PK,RGI60-14.01955,,107618,36.6782,74.6305,14_south_asia_west,,,RGI60-14.01955,,,,,
PK,RGI60-14.01956,,107619,36.6659,73.1702,14_south_asia_west,,,RGI60-14.01956,,,,,
PK,RGI60-14.01961,,107622,36.7075,73.8309,14_south_asia_west,,,RGI60-14.01961,,,,,
PK,RGI60-14.01966,,107623,36.7049,74.4434,14_south_asia_west,,,RGI60-14.01966,,,,,
PK,RGI60-14.01967,,107624,36.7022,74.4373,14_south_asia_west,,,RGI60-14.01967,,,,,
PK,RGI60-14.01968,,107625,36.6608,73.0989,14_south_asia_west,,,RGI60-14.01968,,,,,
PK,RGI60-14.01969,,107626,36.6734,73.6427,14_south_asia_west,,,RGI60-14.01969,,,,,
PK,RGI60-14.01970,,107627,36.6687,73.6298,14_south_asia_west,,,RGI60-14.01970,,,,,
PK,RGI60-14.01971,,107628,36.6862,74.9677,14_south_asia_west,,,RGI60-14.01971,,,,,
PK,RGI60-14.01973,,107629,36.6803,74.9726,14_south_asia_west,,,RGI60-14.01973,,,,,
PK,RGI60-14.01975,,107630,36.665,73.885,14_south_asia_west,,,RGI60-14.01975,,,,,
PK,RGI60-14.01979,,107631,36.669,73.7097,14_south_asia_west,,,RGI60-14.01979,,,,,
PK,RGI60-14.01980,,107632,36.6649,73.71,14_south_asia_west,,,RGI60-14.01980,,,,,
PK,RGI60-14.01983,,107633,36.6626,74.9821,14_south_asia_west,,,RGI60-14.01983,,,,,
PK,RGI60-14.01984,,107634,36.659,74.9965,14_south_asia_west,,,RGI60-14.01984,,,,,
PK,RGI60-14.01986,,107635,36.6692,75.4215,14_south_asia_west,,,RGI60-14.01986,,,,,
PK,RGI60-14.01987,,107636,36.6746,75.1174,14_south_asia_west,,,RGI60-14.01987,,,,,
PK,RGI60-14.01988,,107637,36.6665,75.789,14_south_asia_west,,,RGI60-14.01988,,,,,
PK,RGI60-14.01989,,107638,36.6674,75.7837,14_south_asia_west,,,RGI60-14.01989,,,,,
PK,RGI60-14.01991,,107639,36.6613,73.7673,14_south_asia_west,,,RGI60-14.01991,,,,,
PK,RGI60-14.01992,,107640,36.6592,73.7731,14_south_asia_west,,,RGI60-14.01992,,,,,
PK,RGI60-14.01994,,107641,36.6698,74.5591,14_south_asia_west,,,RGI60-14.01994,,,,,
PK,RGI60-14.01995,,107642,36.6969,73.6335,14_south_asia_west,,,RGI60-14.01995,,,,,
PK,RGI60-14.01997,,107643,36.6846,73.6121,14_south_asia_west,,,RGI60-14.01997,,,,,
PK,RGI60-14.01999,,107644,36.7097,73.708,14_south_asia_west,,,RGI60-14.01999,,,,,
PK,RGI60-14.02000,,107645,36.7052,73.77,14_south_asia_west,,,RGI60-14.02000,,,,,
PK,RGI60-14.02001,,107646,36.704,73.7632,14_south_asia_west,,,RGI60-14.02001,,,,,
PK,RGI60-14.02003,,107647,36.6878,73.7196,14_south_asia_west,,,RGI60-14.02003,,,,,
PK,RGI60-14.02004,,107648,36.6546,73.1911,14_south_asia_west,,,RGI60-14.02004,,,,,
PK,RGI60-14.02005,,107649,36.6512,73.3455,14_south_asia_west,,,RGI60-14.02005,,,,,
PK,RGI60-14.02006,,107650,36.6547,73.3419,14_south_asia_west,,,RGI60-14.02006,,,,,
PK,RGI60-14.02007,,107651,36.6649,74.1594,14_south_asia_west,,,RGI60-14.02007,,,,,
PK,RGI60-14.02008,,107652,36.6677,75.4174,14_south_asia_west,,,RGI60-14.02008,,,,,
PK,RGI60-14.02011,,107653,36.7182,74.1495,14_south_asia_west,,,RGI60-14.02011,,,,,
PK,RGI60-14.02012,,107654,36.7155,74.1514,14_south_asia_west,,,RGI60-14.02012,,,,,
PK,RGI60-14.02015,,107655,36.7041,74.1223,14_south_asia_west,,,RGI60-14.02015,,,,,
PK,RGI60-14.02016,,107656,36.6985,74.122,14_south_asia_west,,,RGI60-14.02016,,,,,
PK,RGI60-14.02017,,107657,36.6962,74.1316,14_south_asia_west,,,RGI60-14.02017,,,,,
PK,RGI60-14.02018,,107658,36.6693,75.6141,14_south_asia_west,,,RGI60-14.02018,,,,,
PK,RGI60-14.02019,,107659,36.6649,74.1251,14_south_asia_west,,,RGI60-14.02019,,,,,
PK,RGI60-14.02020,,107660,36.6565,74.1208,14_south_asia_west,,,RGI60-14.02020,,,,,
PK,RGI60-14.02023,,107661,36.6617,73.9068,14_south_asia_west,,,RGI60-14.02023,,,,,
PK,RGI60-14.02025,,107662,36.6605,74.708,14_south_asia_west,,,RGI60-14.02025,,,,,
PK,RGI60-14.02026,,107663,36.6508,74.7095,14_south_asia_west,,,RGI60-14.02026,,,,,
PK,RGI60-14.02027,,107664,36.6492,74.7073,14_south_asia_west,,,RGI60-14.02027,,,,,
PK,RGI60-14.02028,,107665,36.6651,73.0087,14_south_asia_west,,,RGI60-14.02028,,,,,
PK,RGI60-14.02030,,107666,36.6633,73.0117,14_south_asia_west,,,RGI60-14.02030,,,,,
PK,RGI60-14.02031,,107667,36.6629,73.0206,14_south_asia_west,,,RGI60-14.02031,,,,,
PK,RGI60-14.02032,,107668,36.6528,72.9891,14_south_asia_west,,,RGI60-14.02032,,,,,
PK,RGI60-14.02033,,107669,36.6487,72.9922,14_south_asia_west,,,RGI60-14.02033,,,,,
PK,RGI60-14.02034,,107670,36.6473,72.9898,14_south_asia_west,,,RGI60-14.02034,,,,,
PK,RGI60-14.02035,,107671,36.6444,72.985,14_south_asia_west,,,RGI60-14.02035,,,,,
PK,RGI60-14.02037,,107672,36.6667,73.6526,14_south_asia_west,,,RGI60-14.02037,,,,,
PK,RGI60-14.02038,,107673,36.6577,73.6744,14_south_asia_west,,,RGI60-14.02038,,,,,
PK,RGI60-14.02039,,107674,36.6573,73.7771,14_south_asia_west,,,RGI60-14.02039,,,,,
PK,RGI60-14.02040,,107675,36.654,73.7765,14_south_asia_west,,,RGI60-14.02040,,,,,
PK,RGI60-14.02041,,107676,36.6626,75.7844,14_south_asia_west,,,RGI60-14.02041,,,,,
PK,RGI60-14.02042,,107677,36.6575,75.7879,14_south_asia_west,,,RGI60-14.02042,,,,,
PK,RGI60-14.02043,,107678,36.6731,73.0717,14_south_asia_west,,,RGI60-14.02043,,,,,
PK,RGI60-14.02044,,107679,36.6736,73.0856,14_south_asia_west,,,RGI60-14.02044,,,,,
PK,RGI60-14.02045,,107680,36.6692,73.0779,14_south_asia_west,,,RGI60-14.02045,,,,,
PK,RGI60-14.02046,,107681,36.6656,73.0723,14_south_asia_west,,,RGI60-14.02046,,,,,
PK,RGI60-14.02048,,107682,36.6556,73.0784,14_south_asia_west,,,RGI60-14.02048,,,,,
PK,RGI60-14.02049,,107683,36.6607,75.638,14_south_asia_west,,,RGI60-14.02049,,,,,
PK,RGI60-14.02050,,107684,36.6769,75.6844,14_south_asia_west,,,RGI60-14.02050,,,,,
PK,RGI60-14.02051,,107685,36.6702,75.6878,14_south_asia_west,,,RGI60-14.02051,,,,,
PK,RGI60-14.02052,,107686,36.6472,73.0757,14_south_asia_west,,,RGI60-14.02052,,,,,
PK,RGI60-14.02053,,107687,36.6617,74.5688,14_south_asia_west,,,RGI60-14.02053,,,,,
PK,RGI60-14.02054,,107688,36.6831,74.5762,14_south_asia_west,,,RGI60-14.02054,,,,,
PK,RGI60-14.02055,,107689,36.6774,74.5822,14_south_asia_west,,,RGI60-14.02055,,,,,
PK,RGI60-14.02056,,107690,36.6743,74.5747,14_south_asia_west,,,RGI60-14.02056,,,,,
PK,RGI60-14.02057,,107691,36.6629,74.5907,14_south_asia_west,,,RGI60-14.02057,,,,,
PK,RGI60-14.02058,,107692,36.6601,75.7306,14_south_asia_west,,,RGI60-14.02058,,,,,
PK,RGI60-14.02060,,107693,36.6645,74.0839,14_south_asia_west,,,RGI60-14.02060,,,,,
PK,RGI60-14.02061,,107694,36.659,74.1698,14_south_asia_west,,,RGI60-14.02061,,,,,
PK,RGI60-14.02063,,107695,36.6738,75.3943,14_south_asia_west,,,RGI60-14.02063,,,,,
PK,RGI60-14.02064,,107696,36.6681,75.3845,14_south_asia_west,,,RGI60-14.02064,,,,,
PK,RGI60-14.02066,,107697,36.6566,75.4927,14_south_asia_west,,,RGI60-14.02066,,,,,
PK,RGI60-14.02067,,107698,36.6528,75.4925,14_south_asia_west,,,RGI60-14.02067,,,,,
PK,RGI60-14.02068,,107699,36.6498,75.4922,14_south_asia_west,,,RGI60-14.02068,,,,,
PK,RGI60-14.02069,,107700,36.6477,75.4738,14_south_asia_west,,,RGI60-14.02069,,,,,
PK,RGI60-14.02073,,107701,36.6441,75.2617,14_south_asia_west,,,RGI60-14.02073,,,,,
PK,RGI60-14.02074,,107702,36.6396,75.2516,14_south_asia_west,,,RGI60-14.02074,,,,,
PK,RGI60-14.02075,,107703,36.6258,75.2759,14_south_asia_west,,,RGI60-14.02075,,,,,
PK,RGI60-14.02076,,107704,36.66,73.7551,14_south_asia_west,,,RGI60-14.02076,,,,,
PK,RGI60-14.02077,,107705,36.6514,73.7474,14_south_asia_west,,,RGI60-14.02077,,,,,
PK,RGI60-14.02078,,107706,36.661,73.3347,14_south_asia_west,,,RGI60-14.02078,,,,,
PK,RGI60-14.02080,,107707,36.6584,73.3369,14_south_asia_west,,,RGI60-14.02080,,,,,
PK,RGI60-14.02082,,107708,36.6455,73.3287,14_south_asia_west,,,RGI60-14.02082,,,,,
PK,RGI60-14.02083,,107709,36.6439,73.0235,14_south_asia_west,,,RGI60-14.02083,,,,,
PK,RGI60-14.02084,,107710,36.6562,73.944,14_south_asia_west,,,RGI60-14.02084,,,,,
PK,RGI60-14.02086,,107711,36.6444,73.1872,14_south_asia_west,,,RGI60-14.02086,,,,,
PK,RGI60-14.02087,,107712,36.6688,75.135,14_south_asia_west,,,RGI60-14.02087,,,,,
PK,RGI60-14.02088,,107713,36.6624,75.1176,14_south_asia_west,,,RGI60-14.02088,,,,,
PK,RGI60-14.02089,,107714,36.6446,73.2496,14_south_asia_west,,,RGI60-14.02089,,,,,
PK,RGI60-14.02090,,107715,36.6784,73.0682,14_south_asia_west,,,RGI60-14.02090,,,,,
PK,RGI60-14.02092,,107716,36.6752,73.0696,14_south_asia_west,,,RGI60-14.02092,,,,,
PK,RGI60-14.02094,,107717,36.6544,75.4734,14_south_asia_west,,,RGI60-14.02094,,,,,
PK,RGI60-14.02095,,107718,36.6517,73.764,14_south_asia_west,,,RGI60-14.02095,,,,,
PK,RGI60-14.02096,,107719,36.6547,73.7573,14_south_asia_west,,,RGI60-14.02096,,,,,
PK,RGI60-14.02097,,107720,36.6616,74.5944,14_south_asia_west,,,RGI60-14.02097,,,,,
PK,RGI60-14.02098,,107721,36.6536,74.6,14_south_asia_west,,,RGI60-14.02098,,,,,
PK,RGI60-14.02099,,107722,36.6572,75.0915,14_south_asia_west,,,RGI60-14.02099,,,,,
PK,RGI60-14.02100,,107723,36.6527,72.984,14_south_asia_west,,,RGI60-14.02100,,,,,
PK,RGI60-14.02101,,107724,36.641,72.9579,14_south_asia_west,,,RGI60-14.02101,,,,,
PK,RGI60-14.02104,,107725,36.6553,73.1791,14_south_asia_west,,,RGI60-14.02104,,,,,
PK,RGI60-14.02105,,107726,36.6524,73.1835,14_south_asia_west,,,RGI60-14.02105,,,,,
PK,RGI60-14.02106,,107727,36.6372,73.1756,14_south_asia_west,,,RGI60-14.02106,,,,,
PK,RGI60-14.02107,,107728,36.6471,73.1646,14_south_asia_west,,,RGI60-14.02107,,,,,
PK,RGI60-14.02108,,107729,36.6575,75.1453,14_south_asia_west,,,RGI60-14.02108,,,,,
PK,RGI60-14.02109,,107730,36.648,74.5605,14_south_asia_west,,,RGI60-14.02109,,,,,
PK,RGI60-14.02110,,107731,36.6403,74.556,14_south_asia_west,,,RGI60-14.02110,,,,,
PK,RGI60-14.02111,,107732,36.6424,73.7801,14_south_asia_west,,,RGI60-14.02111,,,,,
PK,RGI60-14.02112,,107733,36.6415,73.7758,14_south_asia_west,,,RGI60-14.02112,,,,,
PK,RGI60-14.02114,,107734,36.6403,75.7248,14_south_asia_west,,,RGI60-14.02114,,,,,
PK,RGI60-14.02115,,107735,36.6086,75.6901,14_south_asia_west,,,RGI60-14.02115,,,,,
PK,RGI60-14.02116,,107736,36.6382,73.1819,14_south_asia_west,,,RGI60-14.02116,,,,,
PK,RGI60-14.02121,,107737,36.6562,74.0972,14_south_asia_west,,,RGI60-14.02121,,,,,
PK,RGI60-14.02123,,107738,36.6551,73.766,14_south_asia_west,,,RGI60-14.02123,,,,,
PK,RGI60-14.02124,,107739,36.6493,73.7755,14_south_asia_west,,,RGI60-14.02124,,,,,
PK,RGI60-14.02126,,107740,36.6555,73.8877,14_south_asia_west,,,RGI60-14.02126,,,,,
PK,RGI60-14.02127,,107741,36.6471,74.007,14_south_asia_west,,,RGI60-14.02127,,,,,
PK,RGI60-14.02128,,107742,36.6559,74.7513,14_south_asia_west,,,RGI60-14.02128,,,,,
PK,RGI60-14.02129,,107743,36.651,74.7537,14_south_asia_west,,,RGI60-14.02129,,,,,
PK,RGI60-14.02130,,107744,36.6498,75.6329,14_south_asia_west,,,RGI60-14.02130,,,,,
PK,RGI60-14.02131,,107745,36.6483,75.4676,14_south_asia_west,,,RGI60-14.02131,,,,,
PK,RGI60-14.02133,,107746,36.6799,74.1944,14_south_asia_west,,,RGI60-14.02133,,,,,
PK,RGI60-14.02134,,107747,36.6791,74.1961,14_south_asia_west,,,RGI60-14.02134,,,,,
PK,RGI60-14.02135,,107748,36.676,74.2007,14_south_asia_west,,,RGI60-14.02135,,,,,
PK,RGI60-14.02139,,107749,36.648,74.9944,14_south_asia_west,,,RGI60-14.02139,,,,,
PK,RGI60-14.02140,,107750,36.6344,73.179,14_south_asia_west,,,RGI60-14.02140,,,,,
PK,RGI60-14.02142,,107751,36.643,74.0062,14_south_asia_west,,,RGI60-14.02142,,,,,
PK,RGI60-14.02143,,107752,36.6389,74.0084,14_south_asia_west,,,RGI60-14.02143,,,,,
PK,RGI60-14.02145,,107753,36.6499,74.7389,14_south_asia_west,,,RGI60-14.02145,,,,,
PK,RGI60-14.02146,,107754,36.6445,74.733,14_south_asia_west,,,RGI60-14.02146,,,,,
PK,RGI60-14.02147,,107755,36.6386,75.8118,14_south_asia_west,,,RGI60-14.02147,,,,,
PK,RGI60-14.02148,,107756,36.6471,74.6398,14_south_asia_west,,,RGI60-14.02148,,,,,
