country,short_name,names,id,latitude,longitude,gtng_region,glims_id,rgi50_ids,rgi60_ids,rgi70_ids,wgi_id,parent_glacier_id,references,remarks
PK,AGHOST BAR GLACIER,,16218,36.628399,73.107903,14_south_asia_west,,RGI50-14.02261,RGI60-14.02261,,,,,Information derived from RGI5.0. | GLIMS_ID: G073108E36628N (invalid)
PK,ALING,,1630,35.470001,76.220001,14_south_asia_west,,,,,,,,"INFORMATION REFERS ESPECIALLY TO TRIBUTARY; VERY POOR TOPOGRAPHICAL MAP. Entry from former field AUTHORS: ""K. HEWITT"""
PK,BALOCHO GLACIER,,16434,36.004799,75.173103,14_south_asia_west,,RGI50-14.04690,RGI60-14.04690,,,,,Information derived from RGI5.0. | GLIMS_ID: G075173E36005N (invalid)
PK,BALTAR,,9314,36.458302,74.464302,14_south_asia_west,,RGI50-14.02653,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074464E36458N (invalid) from Sevestre & Benn (2015)
PK,BALT BARE BALTBAR,,9322,36.338902,74.934898,14_south_asia_west,,RGI50-14.03837,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074935E36339N (invalid) from Sevestre & Benn (2015)
PK,BALTORO,,991,35.75,76.330002,14_south_asia_west,,RGI50-14.06794,,,,,,"INFORMATION REFERS TO LILIGO TRIBUTARY; Entry from former field AUTHORS: ""K. HEWITT, J. BARLOW"" | WGI_ID: PK5Q15012014 (invalid)"
PK,BALTORO GLACIER,,16675,35.7416,76.404701,14_south_asia_west,,RGI50-14.06794,RGI60-14.06794,,,,,Information derived from RGI5.0. | GLIMS_ID: G076405E35742N (invalid)
PK,BARPU,,989,36.119999,74.800003,14_south_asia_west,,RGI50-14.04508,,,,,,WGI_ID: PK5Q14201006 (invalid)
PK,BARPU GLACIER,,15933,36.067299,74.817101,14_south_asia_west,,RGI50-14.00032,RGI60-14.00032,,,,,Information derived from RGI5.0. | GLIMS_ID: G074817E36067N (invalid)
PK,BATURA,,990,36.57,74.580002,14_south_asia_west,,RGI50-14.05476,,,,,,WGI_ID: PK5Q14200002 (invalid)
PK,BAZHIN,,978,35.225941,74.637306,14_south_asia_west,,RGI50-14.20029,RGI60-14.20029,,,,,GLIMS_ID: G074637E35226N (invalid) | WGI_ID: PK5Q13021504 (invalid)
PK,BIAFO GLACIER,,15931,36.006401,75.593201,14_south_asia_west,,RGI50-14.00005,RGI60-14.00005,,,,,Information derived from RGI5.0. | GLIMS_ID: G075593E36006N (invalid)
PK,BIAFO GYANG,,988,35.919998,75.720001,14_south_asia_west,,RGI50-14.00005,,,,,,WGI_ID: PK5Q15012007 (invalid)
PK,BILAFOND GLACIER,,16578,35.209801,76.935997,14_south_asia_west,,RGI50-14.05872,RGI60-14.05872,,,,,Information derived from RGI5.0. | GLIMS_ID: G076936E35210N (invalid)
PK,BORUM BAR GLACIER,,16166,36.693199,73.162003,14_south_asia_west,,RGI50-14.01847,RGI60-14.01847,,,,,Information derived from RGI5.0. | GLIMS_ID: G073162E36693N (invalid)
PK,BRALDU,,9341,36.0396,75.779503,14_south_asia_west,G075780E36040N,RGI50-14.04411,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: Sevestre & Benn (2015)
PK,BRALDU GLACIER,,16408,36.0396,75.779503,14_south_asia_west,G075780E36040N,RGI50-14.04411,RGI60-14.04411,,,,,Information derived from RGI5.0.
PK,BUALTAR,,987,36.119999,74.800003,14_south_asia_west,,RGI50-14.04508,,,,,,WGI_ID: PK5Q14201007 (invalid)
PK,BUALTAR GLACIER,,16411,36.096401,74.6968,14_south_asia_west,,RGI50-14.04473,RGI60-14.04473,,,,,Information derived from RGI5.0. | GLIMS_ID: G074697E36096N (invalid)
PK,BULDAR,,984,35.380001,74.68,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13003207 (invalid)
PK,CHAGARAN,,9374,35.7416,76.404701,14_south_asia_west,,RGI50-14.06794,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076405E35742N (invalid) from Sevestre & Benn (2015)
PK,CHHATEBOI GLACIER,,16085,36.779499,73.887802,14_south_asia_west,,RGI50-14.01226,RGI60-14.01226,,,,,Information derived from RGI5.0. | GLIMS_ID: G073888E36780N (invalid)
PK,CHIANTAR,,1001,36.77,73.68,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13202004 (invalid)
PK,CHING KANG WEST,,9350,35.480499,75.9869,14_south_asia_west,,RGI50-14.07309,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075987E35481N (invalid) from Sevestre & Benn (2015)
PK,CHIRING,,9344,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075959E35848N (invalid) from Sevestre & Benn (2015)
PK,CHLLINJI GLACIER,,16112,36.761398,74.058899,14_south_asia_west,,RGI50-14.01454,RGI60-14.01454,,,,,Information derived from RGI5.0. | GLIMS_ID: G074059E36761N (invalid)
PK,CHOGOLISA GLACIER,,16580,35.432301,76.468803,14_south_asia_west,,RGI50-14.05916,RGI60-14.05916,,,,,Information derived from RGI5.0. | GLIMS_ID: G076469E35432N (invalid)
PK,CHOGO LUNGMA,,972,35.8737,75.2177,14_south_asia_west,,RGI50-14.04638,RGI60-14.04638,,,,,Correction of LAT/LON during integration of Hugonnet et al. (2021): correct to Centroid | GLIMS_ID: G075218E35874N (invalid) | WGI_ID: PK5Q13051001 (invalid)
PK,CHUNGPAR-TASH.,,985,35.276973,74.688517,14_south_asia_west,,RGI50-14.20030,RGI60-14.20030,,,,,Correction of LAT/LON during integration of Hugonnet et al. (2021): Point out of Poly - corrected by area | GLIMS_ID: G074689E35277N (invalid) | WGI_ID: PK5Q13021501 (invalid)
PK,DADARIL GLACIER,,17748,35.852276,72.646706,14_south_asia_west,,RGI50-14.20880,RGI60-14.20880,,,,,Information derived from RGI5.0. | GLIMS_ID: G072647E35852N (invalid)
PK,DIAMIR,,983,35.27,74.449997,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13027701 (invalid)
PK,DODHAR GLACIER,,17693,35.100479,74.599815,14_south_asia_west,,RGI50-14.19878,RGI60-14.19878,,,,,Information derived from RGI5.0. | GLIMS_ID: G074600E35100N (invalid)
PK,DONG DONG GLACIER,,17105,35.3894,76.811996,14_south_asia_west,,RGI50-14.09896,RGI60-14.09896,,,,,Information derived from RGI5.0. | GLIMS_ID: G076812E35389N (invalid)
PK,DRENMANG,,9345,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075959E35848N (invalid) from Sevestre & Benn (2015)
PK,DRENMANG EAST,,9346,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075959E35848N (invalid) from Sevestre & Benn (2015)
PK,EAST HUCHO ALCHO GLACIER,,16439,35.9916,75.377403,14_south_asia_west,,RGI50-14.04706,RGI60-14.04706,,,,,Information derived from RGI5.0. | GLIMS_ID: G075377E35992N (invalid)
PK,FERIOLE 2ND SOUTH OR SHINGCHUKPI,,9352,35.853401,76.049301,14_south_asia_west,G076049E35853N,RGI50-14.05174,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: Sevestre & Benn (2015)
PK,FIRST FERIOLE,,9351,35.8223,76.035698,14_south_asia_west,,RGI50-14.06713,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076036E35822N (invalid) from Sevestre & Benn (2015)
PK,GARUMBAR,,9327,36.043499,75.003899,14_south_asia_west,,RGI50-14.04531,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075004E36044N (invalid) from Sevestre & Benn (2015)
PK,GHANDOGORO GLACIER,,17111,35.586498,76.360497,14_south_asia_west,,RGI50-14.09952,RGI60-14.09952,,,,,Information derived from RGI5.0. | GLIMS_ID: G076361E35587N (invalid)
PK,GHARESA GLACIER,,16374,36.245499,74.989502,14_south_asia_west,,RGI50-14.04068,RGI60-14.04068,,,,,Information derived from RGI5.0. | GLIMS_ID: G074990E36246N (invalid)
PK,GHASHO BAR GLACIER,,16303,36.452301,72.994003,14_south_asia_west,,RGI50-14.03061,RGI60-14.03061,,,,,Information derived from RGI5.0. | GLIMS_ID: G072994E36452N (invalid)
PK,GHUGHUEL GLACIER,,17678,35.080109,74.536751,14_south_asia_west,,RGI50-14.19416,RGI60-14.19416,,,,,Information derived from RGI5.0. | GLIMS_ID: G074537E35080N (invalid)
PK,GHULKIN,,996,36.450001,74.580002,14_south_asia_west,,RGI50-14.03017,RGI60-14.03017,,,,,GLIMS_ID: G074506E36437N (invalid) | WGI_ID: PK5Q14200004 (invalid)
PK,GHULKIN GLACIER,,16317,36.425999,74.783302,14_south_asia_west,,RGI50-14.03250,RGI60-14.03250,,,,,Information derived from RGI5.0. | GLIMS_ID: G074783E36426N (invalid)
PK,GLACIER 3,,979,35.419998,74.730003,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13020504 (invalid)
PK,GONDOKORO,,9373,35.586498,76.360497,14_south_asia_west,,RGI50-14.09952,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076361E35587N (invalid) from Sevestre & Benn (2015)
PK,GORBILA GLACIER,,17879,35.77182,72.40007,14_south_asia_west,,RGI50-14.23358,RGI60-14.23358,,,,,Information derived from RGI5.0. | GLIMS_ID: G072400E35772N (invalid)
PK,GUL KHWAJA ULWIN GLACIER,,16026,36.9646,74.8526,14_south_asia_west,,RGI50-14.00796,RGI60-14.00796,,,,,Information derived from RGI5.0. | GLIMS_ID: G074853E36965N (invalid)
PK,GULMIT,,997,36.380001,74.800003,14_south_asia_west,,,,,,,,WGI_ID: PK5Q14200005 (invalid)
PK,GYONG GLACIER,,16827,35.055698,76.992798,14_south_asia_west,,RGI50-14.08184,RGI60-14.08184,,,,,Information derived from RGI5.0. | GLIMS_ID: G076993E35056N (invalid) | WGI_ID: IN5Q150D0084 (invalid)
PK,HAIZ,,25641,36.6763,73.8424,14_south_asia_west,,,RGI60-14.01941,,,,,Info derived from RGI. | GLIMS_ID: G073842E36676N (invalid)
PK,HANGE,,986,35.220001,74.599998,14_south_asia_west,,RGI50-14.20025,,,,,,WGI_ID: PK5Q13002902 (invalid)
PK,HASANABAD,,998,36.43,74.529999,14_south_asia_west,,,,,,,,WGI_ID: PK5Q14200007 (invalid)
PK,HASSANABAD,,9316,36.437099,74.619003,14_south_asia_west,,RGI50-14.05446,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074619E36437N (invalid) from Sevestre & Benn (2015)
PK,HINACNA GLACIER,,16420,36.116199,74.581802,14_south_asia_west,,RGI50-14.04585,RGI60-14.04585,,,,,Information derived from RGI5.0. | GLIMS_ID: G074582E36116N (invalid)
PK,HIND HAINABRAKK,,9375,35.7416,76.404701,14_south_asia_west,,RGI50-14.06794,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076405E35742N (invalid) from Sevestre & Benn (2015)
PK,HISPAR,,992,36.150002,75.220001,14_south_asia_west,,RGI50-14.04477,,,,,,WGI_ID: PK5Q14201003 (invalid)
PK,HISPAR,,9329,36.055,75.280998,14_south_asia_west,,RGI50-14.04477,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075281E36055N (invalid) from Sevestre & Benn (2015)
PK,HISPAR GLACIER,,16412,36.055,75.280998,14_south_asia_west,,RGI50-14.04477,RGI60-14.04477,,,,,Information derived from RGI5.0. | GLIMS_ID: G075281E36055N (invalid)
PK,HOPAR,,9319,36.096401,74.6968,14_south_asia_west,,RGI50-14.04473,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074697E36096N (invalid) from Sevestre & Benn (2015)
PK,KAPEL (BUALTAR),,9320,36.096401,74.6968,14_south_asia_west,,RGI50-14.04473,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074697E36096N (invalid) from Sevestre & Benn (2015)
PK,KARAMBAR,,1002,36.615898,74.223801,14_south_asia_west,,RGI50-14.02192,RGI60-14.02192,,,,,"7TH RECORDED SURGE; Entry from former field AUTHORS: ""K. HEWITT"" | GLIMS_ID: G074224E36616N (invalid) | WGI_ID: PK5Q14121016 (invalid)"
PK,KERUM BAR GLACIER,,16210,36.611801,73.225998,14_south_asia_west,,RGI50-14.02188,RGI60-14.02188,,,,,Information derived from RGI5.0. | GLIMS_ID: G073226E36612N (invalid)
PK,KHUNJERAB GLACIER,,16071,36.891701,75.386703,14_south_asia_west,,RGI50-14.01145,RGI60-14.01145,,,,,Information derived from RGI5.0. | GLIMS_ID: G075387E36892N (invalid)
PK,KHURDOPIN,,1004,36.330002,75.5,14_south_asia_west,,,,,,,,WGI_ID: PK5Q14202004 (invalid)
PK,KHURDOPIN,,9335,36.191502,75.438103,14_south_asia_west,,RGI50-14.04404,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075438E36192N (invalid) from Sevestre & Benn (2015)
PK,KHURDOPIN GLACIER,,16407,36.191502,75.438103,14_south_asia_west,,RGI50-14.04404,RGI60-14.04404,,,,,Information derived from RGI5.0. | GLIMS_ID: G075438E36192N (invalid)
PK,KIT-KE-JERAV,,9313,36.679001,74.403397,14_south_asia_west,,RGI50-14.01964,,,,,,Glacier info from Sevestre & Benn (2015). Also called Kuk-ke-jerav or Wyenn glacier. | GLIMS_ID: G074403E36679N (invalid) from Sevestre & Benn (2015)
PK,KLEINE LORANG,,982,35.400002,74.75,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13020601 (invalid)
PK,KONDUS GLACIER,,16720,35.436798,76.664497,14_south_asia_west,,RGI50-14.07239,RGI60-14.07239,,,,,Information derived from RGI5.0. | GLIMS_ID: G076665E35437N (invalid)
PK,KOZ YAZ GLACIER,,16119,36.737099,74.132004,14_south_asia_west,,RGI50-14.01489,RGI60-14.01489,,,,,Information derived from RGI5.0. | GLIMS_ID: G074132E36737N (invalid)
PK,KUKKI JERAB GLACIER,,16183,36.679001,74.403397,14_south_asia_west,,RGI50-14.01964,RGI60-14.01964,,,,,Information derived from RGI5.0. | GLIMS_ID: G074403E36679N (invalid)
PK,KUKUAR,,9311,36.4902,74.2407,14_south_asia_west,,RGI50-14.02849,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074241E36490N (invalid) from Sevestre & Benn (2015)
PK,KUNYANG,,9330,36.055,75.280998,14_south_asia_west,,RGI50-14.04477,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075281E36055N (invalid) from Sevestre & Benn (2015)
PK,KUTIAH KUTIUH,,9324,35.804501,74.938004,14_south_asia_west,,RGI50-14.04945,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074938E35805N (invalid) from Sevestre & Benn (2015)
PK,LILIGO,,9376,35.7416,76.404701,14_south_asia_west,,RGI50-14.06794,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076405E35742N (invalid) from Sevestre & Benn (2015)
PK,LITTLE SKAMRI,,9347,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075959E35848N (invalid) from Sevestre & Benn (2015)
PK,LORANG,,981,35.369999,74.75,14_south_asia_west,,RGI50-14.19120,,,,,,WGI_ID: PK5Q13020602 (invalid)
PK,LUPGHAR YAZ GLACIER,,16357,36.3615,74.999603,14_south_asia_west,,RGI50-14.03869,RGI60-14.03869,,,,,Information derived from RGI5.0. | GLIMS_ID: G075000E36362N (invalid)
PK,LUPSHAR YAZ,,1008,36.450001,75.050003,14_south_asia_west,,,,,,,,WGI_ID: PK5Q14202008 (invalid)
PK,MAEDAN,,9348,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,,,,,,"Glacier info from Sevestre & Benn (2015). South Chiring, Shirchapbi, Biaho. | GLIMS_ID: G075959E35848N (invalid) from Sevestre & Benn (2015)"
PK,MALUNGUTTI,,1006,36.25,75.25,14_south_asia_west,,RGI50-14.03334,,,,,,WGI_ID: PK5Q14202006 (invalid)
PK,MANI,,9323,35.856998,74.935402,14_south_asia_west,,RGI50-14.04807,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074935E35857N (invalid) from Sevestre & Benn (2015)
PK,MARPAH GANS,,9328,35.782101,75.194099,14_south_asia_west,,RGI50-14.04933,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075194E35782N (invalid) from Sevestre & Benn (2015)
PK,MASHERBRUM,,9372,35.553501,76.318703,14_south_asia_west,,RGI50-14.07342,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G076319E35554N (invalid) from Sevestre & Benn (2015)
PK,MASHERBRUM GLACIER,,16727,35.553501,76.318703,14_south_asia_west,,RGI50-14.07342,RGI60-14.07342,,,,,Information derived from RGI5.0. | GLIMS_ID: G076319E35554N (invalid)
PK,MINAPIN,,994,36.18,74.580002,14_south_asia_west,,RGI50-14.04452,RGI60-14.04452,,,,,GLIMS_ID: G074594E36164N (invalid) | WGI_ID: PK5Q14200015 (invalid)
PK,MOMHIL,,1007,36.080002,75.419998,14_south_asia_west,,RGI50-14.04477,,,,,,WGI_ID: PK5Q14202007 (invalid)
PK,MOMHIL GLACIER,,16329,36.323898,75.144798,14_south_asia_west,,RGI50-14.03405,RGI60-14.03405,,,,,Information derived from RGI5.0. | GLIMS_ID: G075145E36324N (invalid)
PK,MULUNGUTTI GLACIER,,16361,36.3382,75.205498,14_south_asia_west,,RGI50-14.03893,RGI60-14.03893,,,,,Information derived from RGI5.0. | GLIMS_ID: G075206E36338N (invalid)
PK,NANG BROK,,9339,35.622898,75.709,14_south_asia_west,,RGI50-14.07177,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075709E35623N (invalid) from Sevestre & Benn (2015)
PK,OCHHONO GLACIER,,17891,35.930023,72.636131,14_south_asia_west,,RGI50-14.23441,RGI60-14.23441,,,,,Information derived from RGI5.0. | GLIMS_ID: G072636E35930N (invalid)
PK,PANMAH,,1000,36.0,75.919998,14_south_asia_west,,RGI50-14.04668,,,,,,"SHIPTON 1939 EXPEDITION MAP USED; Entry from former field AUTHORS: ""J. BARLOW, K. HEWITT"" | WGI_ID: PK5Q15012008 (invalid)"
PK,PANMAH GLACIER,,16432,35.8475,75.958603,14_south_asia_west,,RGI50-14.04668,RGI60-14.04668,,,,,Information derived from RGI5.0. | GLIMS_ID: G075959E35848N (invalid)
PK,PARPIK GLACIER,,16064,36.8867,75.356201,14_south_asia_west,,RGI50-14.01070,RGI60-14.01070,,,,,Information derived from RGI5.0. | GLIMS_ID: G075356E36887N (invalid)
PK,PASU,,993,36.450001,74.75,14_south_asia_west,,RGI50-14.05432,,,,,,WGI_ID: PK5Q14200003 (invalid)
PK,PASU GLACIER,,16307,36.467999,74.714203,14_south_asia_west,,RGI50-14.03123,RGI60-14.03123,,,,,Information derived from RGI5.0. | GLIMS_ID: G074714E36468N (invalid)
PK,PATRO,,980,35.299999,74.5,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13002805 (invalid)
PK,PEKHIN GLACIER,,16173,36.689301,73.944504,14_south_asia_west,,RGI50-14.01893,RGI60-14.01893,,,,,Information derived from RGI5.0. | GLIMS_ID: G073945E36689N (invalid)
PK,PISAN,,995,36.049999,74.519997,14_south_asia_west,,,,,,,,WGI_ID: PK5Q14200014 (invalid)
PK,PISAN,,9315,36.173302,74.5112,14_south_asia_west,,RGI50-14.04178,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G074511E36173N (invalid) from Sevestre & Benn (2015)
PK,PISAN GLACIER,,16385,36.173302,74.5112,14_south_asia_west,,RGI50-14.04178,RGI60-14.04178,,,,,Information derived from RGI5.0. | GLIMS_ID: G074511E36173N (invalid)
PK,PK1,,975,35.200001,74.580002,14_south_asia_west,,,,,,,,WGI_ID: PK5Q13021507 (invalid)
PK,PUMARI CHRISH (PUMARIKISH),,9331,36.055,75.280998,14_south_asia_west,,RGI50-14.04477,,,,,,Glacier info from Sevestre & Benn (2015) | GLIMS_ID: G075281E36055N (invalid) from Sevestre & Benn (2015)
PK,QALANDAR GUM GLACIER,,16538,36.677101,73.084297,14_south_asia_west,,RGI50-14.05560,RGI60-14.05560,,,,,Information derived from RGI5.0. | GLIMS_ID: G073084E36677N (invalid)
PK,RAIKOT,,3665,35.314999,74.614998,14_south_asia_west,,RGI50-14.20156,RGI60-14.20156,,,,,GLIMS_ID: G074623E35298N (invalid)
PK,RGI60-14.00001,,106156,35.7639,75.9105,14_south_asia_west,,,RGI60-14.00001,,,,,
PK,RGI60-14.00002,,106157,35.7539,75.9186,14_south_asia_west,,,RGI60-14.00002,,,,,
PK,RGI60-14.00004,,106158,35.7722,75.1278,14_south_asia_west,,,RGI60-14.00004,,,,,
PK,RGI60-14.00006,,106159,36.0154,75.6874,14_south_asia_west,,,RGI60-14.00006,,,,,
PK,RGI60-14.00008,,106160,35.9667,75.6421,14_south_asia_west,,,RGI60-14.00008,,,,,
PK,RGI60-14.00009,,106161,35.9381,75.6866,14_south_asia_west,,,RGI60-14.00009,,,,,
PK,RGI60-14.00010,,106162,35.9031,75.7223,14_south_asia_west,,,RGI60-14.00010,,,,,
PK,RGI60-14.00011,,106163,35.8996,75.7629,14_south_asia_west,,,RGI60-14.00011,,,,,
PK,RGI60-14.00012,,106164,35.8739,75.8415,14_south_asia_west,,,RGI60-14.00012,,,,,
PK,RGI60-14.00013,,106165,35.7992,75.7631,14_south_asia_west,,,RGI60-14.00013,,,,,
PK,RGI60-14.00015,,106166,35.7919,75.7445,14_south_asia_west,,,RGI60-14.00015,,,,,
PK,RGI60-14.00016,,106167,35.7856,75.7659,14_south_asia_west,,,RGI60-14.00016,,,,,
PK,RGI60-14.00017,,106168,35.7408,75.8267,14_south_asia_west,,,RGI60-14.00017,,,,,
PK,RGI60-14.00020,,106169,35.9205,74.6246,14_south_asia_west,,,RGI60-14.00020,,,,,
PK,RGI60-14.00021,,106170,35.9246,74.6298,14_south_asia_west,,,RGI60-14.00021,,,,,
PK,RGI60-14.00024,,106171,36.0016,74.7496,14_south_asia_west,,,RGI60-14.00024,,,,,
PK,RGI60-14.00025,,106172,35.9948,74.7466,14_south_asia_west,,,RGI60-14.00025,,,,,
PK,RGI60-14.00026,,106173,35.9895,74.7441,14_south_asia_west,,,RGI60-14.00026,,,,,
PK,RGI60-14.00027,,106174,36.0073,74.75,14_south_asia_west,,,RGI60-14.00027,,,,,
PK,RGI60-14.00028,,106175,36.0137,74.6949,14_south_asia_west,,,RGI60-14.00028,,,,,
PK,RGI60-14.00029,,106176,36.0616,74.4285,14_south_asia_west,,,RGI60-14.00029,,,,,
PK,RGI60-14.00030,,106177,36.0943,74.9443,14_south_asia_west,,,RGI60-14.00030,,,,,
PK,RGI60-14.00033,,106178,36.1076,74.8178,14_south_asia_west,,,RGI60-14.00033,,,,,
PK,RGI60-14.00034,,106179,36.0716,74.9526,14_south_asia_west,,,RGI60-14.00034,,,,,
PK,RGI60-14.00035,,106180,36.0507,74.8685,14_south_asia_west,,,RGI60-14.00035,,,,,
PK,RGI60-14.00037,,106181,36.1451,74.4361,14_south_asia_west,,,RGI60-14.00037,,,,,
PK,RGI60-14.00038,,106182,36.2116,72.5513,14_south_asia_west,,,RGI60-14.00038,,,,,
PK,RGI60-14.00042,,106183,36.3359,74.0381,14_south_asia_west,,,RGI60-14.00042,,,,,
PK,RGI60-14.00044,,106184,36.3304,74.0,14_south_asia_west,,,RGI60-14.00044,,,,,
PK,RGI60-14.00052,,106190,36.3375,73.0984,14_south_asia_west,,,RGI60-14.00052,,,,,
PK,RGI60-14.00054,,106191,36.3476,73.0456,14_south_asia_west,,,RGI60-14.00054,,,,,
PK,RGI60-14.00055,,106192,36.3442,73.0454,14_south_asia_west,,,RGI60-14.00055,,,,,
PK,RGI60-14.00056,,106193,36.3603,73.4309,14_south_asia_west,,,RGI60-14.00056,,,,,
PK,RGI60-14.00058,,106194,36.3875,74.0066,14_south_asia_west,,,RGI60-14.00058,,,,,
PK,RGI60-14.00059,,106195,36.3742,74.0094,14_south_asia_west,,,RGI60-14.00059,,,,,
PK,RGI60-14.00060,,106196,36.3706,74.0167,14_south_asia_west,,,RGI60-14.00060,,,,,
PK,RGI60-14.00061,,106197,36.371,74.0087,14_south_asia_west,,,RGI60-14.00061,,,,,
PK,RGI60-14.00062,,106198,36.3691,74.0107,14_south_asia_west,,,RGI60-14.00062,,,,,
PK,RGI60-14.00064,,106199,36.3766,74.207,14_south_asia_west,,,RGI60-14.00064,,,,,
PK,RGI60-14.00065,,106200,36.3608,72.7758,14_south_asia_west,,,RGI60-14.00065,,,,,
PK,RGI60-14.00066,,106201,36.3654,72.7613,14_south_asia_west,,,RGI60-14.00066,,,,,
PK,RGI60-14.00067,,106202,36.3644,72.7663,14_south_asia_west,,,RGI60-14.00067,,,,,
PK,RGI60-14.00068,,106203,36.4002,74.1683,14_south_asia_west,,,RGI60-14.00068,,,,,
PK,RGI60-14.00069,,106204,36.416,75.2613,14_south_asia_west,,,RGI60-14.00069,,,,,
PK,RGI60-14.00076,,106205,36.4666,75.6901,14_south_asia_west,,,RGI60-14.00076,,,,,
PK,RGI60-14.00077,,106206,36.4576,75.6924,14_south_asia_west,,,RGI60-14.00077,,,,,
PK,RGI60-14.00078,,106207,36.4519,72.9354,14_south_asia_west,,,RGI60-14.00078,,,,,
PK,RGI60-14.00079,,106208,36.4918,74.3881,14_south_asia_west,,,RGI60-14.00079,,,,,
PK,RGI60-14.00081,,106209,36.5282,73.1157,14_south_asia_west,,,RGI60-14.00081,,,,,
PK,RGI60-14.00082,,106210,36.5247,73.1123,14_south_asia_west,,,RGI60-14.00082,,,,,
PK,RGI60-14.00083,,106211,36.5261,72.967,14_south_asia_west,,,RGI60-14.00083,,,,,
PK,RGI60-14.00084,,106212,36.5201,72.9694,14_south_asia_west,,,RGI60-14.00084,,,,,
PK,RGI60-14.00085,,106213,36.5751,75.8397,14_south_asia_west,,,RGI60-14.00085,,,,,
PK,RGI60-14.00086,,106214,36.5691,75.8406,14_south_asia_west,,,RGI60-14.00086,,,,,
PK,RGI60-14.00087,,106215,36.5629,75.8344,14_south_asia_west,,,RGI60-14.00087,,,,,
PK,RGI60-14.00089,,106216,36.5518,75.8651,14_south_asia_west,,,RGI60-14.00089,,,,,
PK,RGI60-14.00090,,106217,36.5597,74.8965,14_south_asia_west,,,RGI60-14.00090,,,,,
PK,RGI60-14.00091,,106218,36.5635,74.8524,14_south_asia_west,,,RGI60-14.00091,,,,,
PK,RGI60-14.00092,,106219,36.5607,74.8716,14_south_asia_west,,,RGI60-14.00092,,,,,
PK,RGI60-14.00097,,106220,36.5951,73.4878,14_south_asia_west,,,RGI60-14.00097,,,,,
PK,RGI60-14.00098,,106221,36.5975,73.4818,14_south_asia_west,,,RGI60-14.00098,,,,,
PK,RGI60-14.00099,,106222,36.6009,75.4813,14_south_asia_west,,,RGI60-14.00099,,,,,
PK,RGI60-14.00100,,106223,36.6024,75.8602,14_south_asia_west,,,RGI60-14.00100,,,,,
PK,RGI60-14.00102,,106224,36.6254,73.6568,14_south_asia_west,,,RGI60-14.00102,,,,,
PK,RGI60-14.00103,,106225,36.6347,75.8361,14_south_asia_west,,,RGI60-14.00103,,,,,
PK,RGI60-14.00109,,106228,36.6937,74.599,14_south_asia_west,,,RGI60-14.00109,,,,,
PK,RGI60-14.00110,,106229,36.6895,74.5916,14_south_asia_west,,,RGI60-14.00110,,,,,
PK,RGI60-14.00112,,106230,36.6667,74.6045,14_south_asia_west,,,RGI60-14.00112,,,,,
